R(  2)	Z(  2)	R(  4)	Z(  4)	R(  6)	Z(  6)	R(  9)	Z(  9)	R( 13)	Z( 13)	R( 18)	Z( 18)	R( 24)	Z( 24)	R( 30)	Z( 30)	R( 37)	Z( 37)	R( 45)	Z( 45)	R( 54)	Z( 54)	R( 64)	Z( 64)	R( 74)	Z( 74)	R( 85)	Z( 85)	R( 97)	Z( 97)
 4.392843E+00	 1.744664E-01	 4.378322E+00	 4.023305E-01	 4.341576E+00	 5.452683E-01	 4.280602E+00	 7.043929E-01	 4.208685E+00	 8.661291E-01	 4.135948E+00	 1.027464E+00	 4.063852E+00	 1.188674E+00	 4.000015E+00	 1.328548E+00	 3.931522E+00	 1.474017E+00	 3.858554E+00	 1.624218E+00	 3.771067E+00	 1.778941E+00	 3.659599E+00	 1.942061E+00	 3.540014E+00	 2.111241E+00	 3.392369E+00	 2.314077E+00	 3.230113E+00	 2.597126E+00
 4.386236E+00	 1.782453E-01	 4.362669E+00	 4.080186E-01	 4.320382E+00	 5.498835E-01	 4.253695E+00	 7.066694E-01	 4.176169E+00	 8.659504E-01	 4.097868E+00	 1.025186E+00	 4.020423E+00	 1.184672E+00	 3.952290E+00	 1.323119E+00	 3.879798E+00	 1.467066E+00	 3.803382E+00	 1.615636E+00	 3.714769E+00	 1.767994E+00	 3.606764E+00	 1.928510E+00	 3.494679E+00	 2.097115E+00	 3.353709E+00	 2.297491E+00	 3.212332E+00	 2.587804E+00
 4.379578E+00	 1.812929E-01	 4.347224E+00	 4.118762E-01	 4.299774E+00	 5.520170E-01	 4.227848E+00	 7.059792E-01	 4.145194E+00	 8.622235E-01	 4.061796E+00	 1.018765E+00	 3.979434E+00	 1.175987E+00	 3.907364E+00	 1.312571E+00	 3.831225E+00	 1.454559E+00	 3.751694E+00	 1.601091E+00	 3.662186E+00	 1.751014E+00	 3.557591E+00	 1.909366E+00	 3.452688E+00	 2.077780E+00	 3.318516E+00	 2.274908E+00	 3.214367E+00	 2.587886E+00
 4.372903E+00	 1.836382E-01	 4.332038E+00	 4.139467E-01	 4.279797E+00	 5.518758E-01	 4.203070E+00	 7.025812E-01	 4.115753E+00	 8.552330E-01	 4.027711E+00	 1.008557E+00	 3.940837E+00	 1.163033E+00	 3.865153E+00	 1.297359E+00	 3.785676E+00	 1.436992E+00	 3.703308E+00	 1.581114E+00	 3.613038E+00	 1.728506E+00	 3.511646E+00	 1.884958E+00	 3.413463E+00	 2.053389E+00	 3.286158E+00	 2.246639E+00	 3.217799E+00	 2.590214E+00
 4.366241E+00	 1.852948E-01	 4.317160E+00	 4.143048E-01	 4.260475E+00	 5.496654E-01	 4.179364E+00	 6.966772E-01	 4.087836E+00	 8.452256E-01	 3.995575E+00	 9.948884E-01	 3.904565E+00	 1.146197E+00	 3.825560E+00	 1.277906E+00	 3.743020E+00	 1.414818E+00	 3.658049E+00	 1.556177E+00	 3.567070E+00	 1.700891E+00	 3.468549E+00	 1.855550E+00	 3.376509E+00	 2.024074E+00	 3.256058E+00	 2.212972E+00	 3.203956E+00	 2.582199E+00
 4.359619E+00	 1.862529E-01	 4.302642E+00	 4.130475E-01	 4.241833E+00	 5.455420E-01	 4.156746E+00	 6.883993E-01	 4.061439E+00	 8.324132E-01	 3.965349E+00	 9.780583E-01	 3.870543E+00	 1.125832E+00	 3.788483E+00	 1.254597E+00	 3.703121E+00	 1.388451E+00	 3.615747E+00	 1.526711E+00	 3.524047E+00	 1.668558E+00	 3.427965E+00	 1.821403E+00	 3.341403E+00	 1.989985E+00	 3.227685E+00	 2.174173E+00	 3.174704E+00	 2.559502E+00
 4.353068E+00	 1.864842E-01	 4.288537E+00	 4.102690E-01	 4.223907E+00	 5.395841E-01	 4.135253E+00	 6.778315E-01	 4.036563E+00	 8.169906E-01	 3.936987E+00	 9.583416E-01	 3.838691E+00	 1.102259E+00	 3.753814E+00	 1.227786E+00	 3.665847E+00	 1.358274E+00	 3.576237E+00	 1.493123E+00	 3.483752E+00	 1.631885E+00	 3.389613E+00	 1.782799E+00	 3.307792E+00	 1.951293E+00	 3.200545E+00	 2.130492E+00	 3.149094E+00	 2.530983E+00
 4.346614E+00	 1.859570E-01	 4.274903E+00	 4.060359E-01	 4.206757E+00	 5.318049E-01	 4.114931E+00	 6.650550E-01	 4.013201E+00	 7.991557E-01	 3.910438E+00	 9.359987E-01	 3.808925E+00	 1.075781E+00	 3.721445E+00	 1.197803E+00	 3.631064E+00	 1.324649E+00	 3.539356E+00	 1.455797E+00	 3.445994E+00	 1.591241E+00	 3.353269E+00	 1.740032E+00	 3.275387E+00	 1.908183E+00	 3.174195E+00	 2.082166E+00	 3.140800E+00	 2.508809E+00
 4.340285E+00	 1.846538E-01	 4.261798E+00	 4.003782E-01	 4.190449E+00	 5.221997E-01	 4.095811E+00	 6.501853E-01	 3.991334E+00	 7.791163E-01	 3.885644E+00	 9.112774E-01	 3.781159E+00	 1.046674E+00	 3.691268E+00	 1.164955E+00	 3.598643E+00	 1.287909E+00	 3.504957E+00	 1.415095E+00	 3.410612E+00	 1.546980E+00	 3.318770E+00	 1.693395E+00	 3.243974E+00	 1.860851E+00	 3.148248E+00	 2.029420E+00	 3.143241E+00	 2.494581E+00
 4.334102E+00	 1.825830E-01	 4.249274E+00	 3.933063E-01	 4.175038E+00	 5.107993E-01	 4.077900E+00	 6.333814E-01	 3.970923E+00	 7.570841E-01	 3.862540E+00	 8.844110E-01	 3.755306E+00	 1.015196E+00	 3.663179E+00	 1.129523E+00	 3.568462E+00	 1.248363E+00	 3.472904E+00	 1.371349E+00	 3.377477E+00	 1.499433E+00	 3.286013E+00	 1.643169E+00	 3.213420E+00	 1.809486E+00	 3.122408E+00	 1.972476E+00	 3.138800E+00	 2.477197E+00
 4.328082E+00	 1.797794E-01	 4.237366E+00	 3.848405E-01	 4.160549E+00	 4.976958E-01	 4.061173E+00	 6.148310E-01	 3.951918E+00	 7.332658E-01	 3.841054E+00	 8.556171E-01	 3.731279E+00	 9.815872E-01	 3.637075E+00	 1.091769E+00	 3.540406E+00	 1.206297E+00	 3.443072E+00	 1.324870E+00	 3.346482E+00	 1.448910E+00	 3.254946E+00	 1.589618E+00	 3.183684E+00	 1.754276E+00	 3.096497E+00	 1.911559E+00	 3.119585E+00	 2.444791E+00
 4.322235E+00	 1.762942E-01	 4.226085E+00	 3.750324E-01	 4.146971E+00	 4.830349E-01	 4.045583E+00	 5.947286E-01	 3.934255E+00	 7.078547E-01	 3.821115E+00	 8.250967E-01	 3.708991E+00	 9.460673E-01	 3.612859E+00	 1.051936E+00	 3.514364E+00	 1.161976E+00	 3.415346E+00	 1.275946E+00	 3.317534E+00	 1.395701E+00	 3.225554E+00	 1.532995E+00	 3.154812E+00	 1.695404E+00	 3.070495E+00	 1.846900E+00	 3.094835E+00	 2.396824E+00
 4.316570E+00	 1.721797E-01	 4.215422E+00	 3.639675E-01	 4.134268E+00	 4.669885E-01	 4.031070E+00	 5.732571E-01	 3.917869E+00	 6.810262E-01	 3.802648E+00	 7.930346E-01	 3.688356E+00	 9.088416E-01	 3.590433E+00	 1.010248E+00	 3.490230E+00	 1.115648E+00	 3.389614E+00	 1.224845E+00	 3.290546E+00	 1.340079E+00	 3.197832E+00	 1.473538E+00	 3.126923E+00	 1.633059E+00	 3.044557E+00	 1.778737E+00	 3.077689E+00	 2.342409E+00
 4.311097E+00	 1.674769E-01	 4.205353E+00	 3.517521E-01	 4.122388E+00	 4.497267E-01	 4.017573E+00	 5.505761E-01	 3.902693E+00	 6.529362E-01	 3.785578E+00	 7.595993E-01	 3.669291E+00	 8.700989E-01	 3.569704E+00	 9.669137E-01	 3.467904E+00	 1.067539E+00	 3.365772E+00	 1.171817E+00	 3.265430E+00	 1.282300E+00	 3.171768E+00	 1.411485E+00	 3.100161E+00	 1.567440E+00	 3.018967E+00	 1.707304E+00	 3.068819E+00	 2.287297E+00
 4.305831E+00	 1.622103E-01	 4.195853E+00	 3.384953E-01	 4.111281E+00	 4.313967E-01	 4.005034E+00	 5.268190E-01	 3.888663E+00	 6.237210E-01	 3.769832E+00	 7.249434E-01	 3.651711E+00	 8.300114E-01	 3.550584E+00	 9.221225E-01	 3.447289E+00	 1.017858E+00	 3.343720E+00	 1.117088E+00	 3.242099E+00	 1.222609E+00	 3.147324E+00	 1.347080E+00	 3.074643E+00	 1.498773E+00	 2.994037E+00	 1.632823E+00	 3.056438E+00	 2.225501E+00
 4.300789E+00	 1.563918E-01	 4.186907E+00	 3.242970E-01	 4.100903E+00	 4.121152E-01	 3.993405E+00	 5.020952E-01	 3.875718E+00	 5.935003E-01	 3.755340E+00	 6.892046E-01	 3.635539E+00	 7.887355E-01	 3.532986E+00	 8.760464E-01	 3.428297E+00	 9.667933E-01	 3.323368E+00	 1.060866E+00	 3.220471E+00	 1.161235E+00	 3.124447E+00	 1.280573E+00	 3.050420E+00	 1.427308E+00	 2.970004E+00	 1.555492E+00	 3.031164E+00	 2.146306E+00
 4.295991E+00	 1.500299E-01	 4.178508E+00	 3.092432E-01	 4.091225E+00	 3.919710E-01	 3.982644E+00	 4.764965E-01	 3.863804E+00	 5.623804E-01	 3.742035E+00	 6.525067E-01	 3.620699E+00	 7.464125E-01	 3.516832E+00	 8.288408E-01	 3.410845E+00	 9.145146E-01	 3.304633E+00	 1.003338E+00	 3.200473E+00	 1.098392E+00	 3.103087E+00	 1.212215E+00	 3.027494E+00	 1.353316E+00	 2.946993E+00	 1.475491E+00	 2.996747E+00	 2.048287E+00
 4.291452E+00	 1.431395E-01	 4.170657E+00	 2.934088E-01	 4.082229E+00	 3.710349E-01	 3.972718E+00	 4.501037E-01	 3.852871E+00	 5.304571E-01	 3.729854E+00	 6.149617E-01	 3.607121E+00	 7.031701E-01	 3.502044E+00	 7.806460E-01	 3.394854E+00	 8.611755E-01	 3.287438E+00	 9.446746E-01	 3.182044E+00	 1.034276E+00	 3.083215E+00	 1.142249E+00	 3.005857E+00	 1.277073E+00	 2.925046E+00	 1.392995E+00	 2.964141E+00	 1.941891E+00
 4.287183E+00	 1.357469E-01	 4.163353E+00	 2.768625E-01	 4.073902E+00	 3.493694E-01	 3.963594E+00	 4.229915E-01	 3.842869E+00	 4.978178E-01	 3.718737E+00	 5.766708E-01	 3.594736E+00	 6.591233E-01	 3.488552E+00	 7.315888E-01	 3.380251E+00	 8.069145E-01	 3.271712E+00	 8.850268E-01	 3.165132E+00	 9.690578E-01	 3.064825E+00	 1.070891E+00	 2.985537E+00	 1.198842E+00	 2.904198E+00	 1.308192E+00	 2.937741E+00	 1.837684E+00
 4.283185E+00	 1.278898E-01	 4.156591E+00	 2.596695E-01	 4.066229E+00	 3.270352E-01	 3.955241E+00	 3.952301E-01	 3.833754E+00	 4.645426E-01	 3.708629E+00	 5.377253E-01	 3.583481E+00	 6.143760E-01	 3.476287E+00	 6.817833E-01	 3.366965E+00	 7.518557E-01	 3.257387E+00	 8.245291E-01	 3.149685E+00	 9.028880E-01	 3.047920E+00	 9.983256E-01	 2.966601E+00	 1.118865E+00	 2.884519E+00	 1.221295E+00	 2.911664E+00	 1.735407E+00
 4.279457E+00	 1.196117E-01	 4.150358E+00	 2.418913E-01	 4.059195E+00	 3.040935E-01	 3.947628E+00	 3.668863E-01	 3.825482E+00	 4.307050E-01	 3.699477E+00	 4.982077E-01	 3.573296E+00	 5.690209E-01	 3.465184E+00	 6.313312E-01	 3.354929E+00	 6.961099E-01	 3.244396E+00	 7.633002E-01	 3.135651E+00	 8.358955E-01	 3.032493E+00	 9.247085E-01	 2.949134E+00	 1.037361E+00	 2.866120E+00	 1.132550E+00	 2.879487E+00	 1.625897E+00
 4.275998E+00	 1.109557E-01	 4.144636E+00	 2.235845E-01	 4.052781E+00	 2.806043E-01	 3.940724E+00	 3.380222E-01	 3.818014E+00	 3.963714E-01	 3.691232E+00	 4.581917E-01	 3.564126E+00	 5.231404E-01	 3.455185E+00	 5.803228E-01	 3.344080E+00	 6.397749E-01	 3.232675E+00	 7.014448E-01	 3.122969E+00	 7.681941E-01	 3.018511E+00	 8.501743E-01	 2.933189E+00	 9.545320E-01	 2.849115E+00	 1.042235E+00	 2.843666E+00	 1.503034E+00
 4.272808E+00	 1.019604E-01	 4.139411E+00	 2.047992E-01	 4.046967E+00	 2.566247E-01	 3.934500E+00	 3.086950E-01	 3.811310E+00	 3.616021E-01	 3.683848E+00	 4.177432E-01	 3.555920E+00	 4.768079E-01	 3.446235E+00	 5.288380E-01	 3.334364E+00	 5.829373E-01	 3.222166E+00	 6.390563E-01	 3.111578E+00	 6.998880E-01	 3.005919E+00	 7.748503E-01	 2.918765E+00	 8.705712E-01	 2.833573E+00	 9.506301E-01	 2.812595E+00	 1.371368E+00
 4.269892E+00	 9.265846E-02	 4.134673E+00	 1.855803E-01	 4.041733E+00	 2.322067E-01	 3.928931E+00	 2.789571E-01	 3.805339E+00	 3.264516E-01	 3.677287E+00	 3.769211E-01	 3.548633E+00	 4.300881E-01	 3.438286E+00	 4.769472E-01	 3.325728E+00	 5.256733E-01	 3.212814E+00	 5.762184E-01	 3.101419E+00	 6.310747E-01	 2.994650E+00	 6.988633E-01	 2.905810E+00	 7.856673E-01	 2.819511E+00	 8.579943E-01	 2.790022E+00	 1.240491E+00
 4.267257E+00	 8.307894E-02	 4.130417E+00	 1.659691E-01	 4.037066E+00	 2.073981E-01	 3.923995E+00	 2.488568E-01	 3.800070E+00	 2.909691E-01	 3.671511E+00	 3.357778E-01	 3.542224E+00	 3.830387E-01	 3.431295E+00	 4.247126E-01	 3.318128E+00	 4.680505E-01	 3.204574E+00	 5.130058E-01	 3.092445E+00	 5.618447E-01	 2.984649E+00	 6.223382E-01	 2.894262E+00	 6.999990E-01	 2.806913E+00	 7.645395E-01	 2.770978E+00	 1.113667E+00
 4.264913E+00	 7.324968E-02	 4.126645E+00	 1.460063E-01	 4.032954E+00	 1.822430E-01	 3.919673E+00	 2.184387E-01	 3.795477E+00	 2.551995E-01	 3.666489E+00	 2.943608E-01	 3.536656E+00	 3.357110E-01	 3.425221E+00	 3.721897E-01	 3.311522E+00	 4.101285E-01	 3.197404E+00	 4.494844E-01	 3.084618E+00	 4.922785E-01	 2.975884E+00	 5.453892E-01	 2.884081E+00	 6.137245E-01	 2.795774E+00	 6.704242E-01	 2.749061E+00	 9.847606E-01
 4.262868E+00	 6.319949E-02	 4.123361E+00	 1.257333E-01	 4.029391E+00	 1.567835E-01	 3.915950E+00	 1.877448E-01	 3.791537E+00	 2.191846E-01	 3.662192E+00	 2.527131E-01	 3.531896E+00	 2.881511E-01	 3.420029E+00	 3.194274E-01	 3.305875E+00	 3.519598E-01	 3.191272E+00	 3.857106E-01	 3.077913E+00	 4.224422E-01	 2.968347E+00	 4.681084E-01	 2.875278E+00	 5.269701E-01	 2.786125E+00	 5.757587E-01	 2.725090E+00	 8.469138E-01
 4.261128E+00	 5.295866E-02	 4.120570E+00	 1.051925E-01	 4.026374E+00	 1.310613E-01	 3.912814E+00	 1.568154E-01	 3.788233E+00	 1.829630E-01	 3.658595E+00	 2.108739E-01	 3.527916E+00	 2.404004E-01	 3.415689E+00	 2.664697E-01	 3.301154E+00	 2.935899E-01	 3.186145E+00	 3.217313E-01	 3.072308E+00	 3.523865E-01	 2.962042E+00	 3.905601E-01	 2.867889E+00	 4.398246E-01	 2.778022E+00	 4.806188E-01	 2.705907E+00	 7.019297E-01
 4.259697E+00	 4.255853E-02	 4.118276E+00	 8.442711E-02	 4.023901E+00	 1.051181E-01	 3.910257E+00	 1.256897E-01	 3.785550E+00	 1.465716E-01	 3.655680E+00	 1.688794E-01	 3.524692E+00	 1.924965E-01	 3.412173E+00	 2.133554E-01	 3.297330E+00	 2.350589E-01	 3.181997E+00	 2.575857E-01	 3.067782E+00	 2.821490E-01	 2.956966E+00	 3.127835E-01	 2.861948E+00	 3.523442E-01	 2.771513E+00	 3.850627E-01	 2.695363E+00	 5.585617E-01
 4.258579E+00	 3.203085E-02	 4.116484E+00	 6.348076E-02	 4.021974E+00	 7.899653E-02	 3.908273E+00	 9.440636E-02	 3.783474E+00	 1.100455E-01	 3.653428E+00	 1.267635E-01	 3.522203E+00	 1.444736E-01	 3.409460E+00	 1.601198E-01	 3.294381E+00	 1.764023E-01	 3.178802E+00	 1.933078E-01	 3.064309E+00	 2.117595E-01	 2.953098E+00	 2.348040E-01	 2.857450E+00	 2.645684E-01	 2.766594E+00	 2.891469E-01	 2.689607E+00	 4.220032E-01
 4.257778E+00	 2.140733E-02	 4.115198E+00	 4.239745E-02	 4.020595E+00	 5.273996E-02	 3.906857E+00	 6.300407E-02	 3.781998E+00	 7.341920E-02	 3.651829E+00	 8.455811E-02	 3.520436E+00	 9.636338E-02	 3.407534E+00	 1.067952E-01	 3.292288E+00	 1.176529E-01	 3.176539E+00	 1.289293E-01	 3.061859E+00	 1.412472E-01	 2.950394E+00	 1.566491E-01	 2.854339E+00	 1.765400E-01	 2.763200E+00	 1.929391E-01	 2.682644E+00	 2.877893E-01
 4.257295E+00	 1.071973E-02	 4.114425E+00	 2.122195E-02	 4.019766E+00	 2.639275E-02	 3.906008E+00	 3.152207E-02	 3.781114E+00	 3.672625E-02	 3.650873E+00	 4.229371E-02	 3.519379E+00	 4.819591E-02	 3.406382E+00	 5.341212E-02	 3.291038E+00	 5.884184E-02	 3.175188E+00	 6.448215E-02	 3.060403E+00	 7.064691E-02	 2.948801E+00	 7.836102E-02	 2.852525E+00	 8.832157E-02	 2.761228E+00	 9.652370E-02	 2.674384E+00	 1.476302E-01
