theta	phi(  2)	phi(  4)	phi(  6)	phi(  9)	phi( 13)	phi( 18)	phi( 24)	phi( 30)	phi( 37)	phi( 45)	phi( 54)	phi( 64)	phi( 74)	phi( 85)	phi( 97)
  97.20	 180.00146	 180.02185	 180.05508	 180.11606	 180.19933	 180.29315	 180.39151	 180.47364	 180.55390	 180.62683	 180.69561	 180.75259	 180.78132	 180.80437	 180.82817
 100.80	 180.00113	 180.01990	 180.05118	 180.10892	 180.18767	 180.27575	 180.36711	 180.44221	 180.51420	 180.57756	 180.63459	 180.67699	 180.69058	 180.69637	 180.36111
 104.40	 180.00080	 180.01797	 180.04733	 180.10188	 180.17617	 180.25859	 180.34312	 180.41142	 180.47545	 180.52966	 180.57551	 180.60398	 180.60280	 180.59099	 180.00100
 108.00	 180.00050	 180.01608	 180.04357	 180.09499	 180.16487	 180.24177	 180.31969	 180.38147	 180.43792	 180.48347	 180.51879	 180.53406	 180.51851	 180.48883	 179.94198
 111.60	 180.00021	 180.01426	 180.03994	 180.08827	 180.15383	 180.22536	 180.29692	 180.35250	 180.40181	 180.43928	 180.46479	 180.46766	 180.43825	 180.39051	 180.01318
 115.20	 179.99994	 180.01254	 180.03646	 180.08176	 180.14309	 180.20943	 180.27492	 180.32465	 180.36729	 180.39730	 180.41379	 180.40514	 180.36253	 180.29675	 179.97269
 118.80	 179.99970	 180.01093	 180.03315	 180.07547	 180.13266	 180.19400	 180.25373	 180.29799	 180.33448	 180.35769	 180.36600	 180.34682	 180.29182	 180.20829	 179.81362
 122.40	 179.99949	 180.00945	 180.03001	 180.06941	 180.12257	 180.17911	 180.23339	 180.27257	 180.30345	 180.32056	 180.32160	 180.29296	 180.22651	 180.12591	 179.70878
 126.00	 179.99930	 180.00809	 180.02704	 180.06359	 180.11282	 180.16477	 180.21392	 180.24843	 180.27423	 180.28597	 180.28068	 180.24376	 180.16698	 180.05032	 179.73384
 129.60	 179.99915	 180.00686	 180.02425	 180.05801	 180.10343	 180.15097	 180.19531	 180.22554	 180.24683	 180.25393	 180.24331	 180.19941	 180.11354	 179.98210	 179.76195
 133.20	 179.99903	 180.00576	 180.02164	 180.05267	 180.09438	 180.13772	 180.17754	 180.20388	 180.22120	 180.22441	 180.20947	 180.16001	 180.06652	 179.92175	 179.64526
 136.80	 179.99894	 180.00478	 180.01919	 180.04756	 180.08568	 180.12498	 180.16059	 180.18341	 180.19729	 180.19733	 180.17913	 180.12565	 180.02628	 179.86970	 179.41325
 140.40	 179.99889	 180.00392	 180.01692	 180.04269	 180.07730	 180.11274	 180.14441	 180.16407	 180.17501	 180.17259	 180.15217	 180.09635	 179.99320	 179.82663	 179.22551
 144.00	 179.99887	 180.00316	 180.01480	 180.03805	 180.06924	 180.10096	 180.12894	 180.14577	 180.15426	 180.15004	 180.12842	 180.07201	 179.96759	 179.79352	 179.16233
 147.60	 179.99889	 180.00250	 180.01284	 180.03361	 180.06147	 180.08962	 180.11414	 180.12844	 180.13490	 180.12951	 180.10766	 180.05240	 179.94956	 179.77167	 179.13968
 151.20	 179.99893	 180.00195	 180.01103	 180.02937	 180.05396	 180.07866	 180.09994	 180.11199	 180.11681	 180.11080	 180.08958	 180.03713	 179.93889	 179.76235	 179.04866
 154.80	 179.99900	 180.00149	 180.00935	 180.02531	 180.04669	 180.06806	 180.08628	 180.09631	 180.09984	 180.09368	 180.07385	 180.02565	 179.93494	 179.76619	 178.91730
 158.40	 179.99910	 180.00111	 180.00778	 180.02139	 180.03962	 180.05777	 180.07308	 180.08132	 180.08384	 180.07793	 180.06008	 180.01732	 179.93667	 179.78258	 178.86323
 162.00	 179.99921	 180.00080	 180.00632	 180.01762	 180.03274	 180.04773	 180.06029	 180.06689	 180.06866	 180.06332	 180.04792	 180.01148	 179.94277	 179.80935	 178.93032
 165.60	 179.99935	 180.00057	 180.00495	 180.01395	 180.02601	 180.03792	 180.04783	 180.05295	 180.05414	 180.04962	 180.03701	 180.00746	 179.95191	 179.84329	 179.06282
 169.20	 179.99950	 180.00038	 180.00365	 180.01038	 180.01940	 180.02829	 180.03564	 180.03938	 180.04015	 180.03662	 180.02702	 180.00471	 179.96291	 179.88117	 179.20481
 172.80	 179.99966	 180.00023	 180.00240	 180.00688	 180.01288	 180.01878	 180.02365	 180.02610	 180.02656	 180.02414	 180.01768	 180.00276	 179.97492	 179.92060	 179.37551
 176.40	 179.99983	 180.00011	 180.00119	 180.00343	 180.00642	 180.00937	 180.01179	 180.01300	 180.01321	 180.01199	 180.00874	 180.00128	 179.98738	 179.96034	 179.64892
 180.00	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000
 183.60	 180.00017	 179.99989	 179.99881	 179.99657	 179.99358	 179.99063	 179.98821	 179.98700	 179.98679	 179.98801	 179.99126	 179.99872	 180.01262	 180.03966	 180.35108
 187.20	 180.00034	 179.99977	 179.99760	 179.99312	 179.98712	 179.98122	 179.97635	 179.97390	 179.97344	 179.97586	 179.98232	 179.99724	 180.02508	 180.07940	 180.62449
 190.80	 180.00050	 179.99962	 179.99635	 179.98962	 179.98060	 179.97171	 179.96436	 179.96062	 179.95985	 179.96338	 179.97298	 179.99529	 180.03709	 180.11883	 180.79519
 194.40	 180.00065	 179.99943	 179.99505	 179.98605	 179.97399	 179.96208	 179.95217	 179.94705	 179.94586	 179.95038	 179.96299	 179.99254	 180.04809	 180.15671	 180.93718
 198.00	 180.00079	 179.99920	 179.99368	 179.98238	 179.96726	 179.95227	 179.93971	 179.93311	 179.93134	 179.93668	 179.95208	 179.98852	 180.05723	 180.19065	 181.06967
 201.60	 180.00090	 179.99889	 179.99222	 179.97861	 179.96038	 179.94223	 179.92692	 179.91868	 179.91616	 179.92207	 179.93992	 179.98268	 180.06333	 180.21742	 181.13677
 205.20	 180.00100	 179.99851	 179.99065	 179.97469	 179.95331	 179.93194	 179.91372	 179.90369	 179.90016	 179.90632	 179.92615	 179.97435	 180.06506	 180.23381	 181.08271
 208.80	 180.00107	 179.99805	 179.98897	 179.97063	 179.94604	 179.92134	 179.90006	 179.88801	 179.88319	 179.88920	 179.91042	 179.96287	 180.06111	 180.23765	 180.95134
 212.40	 180.00111	 179.99750	 179.98716	 179.96639	 179.93853	 179.91038	 179.88586	 179.87156	 179.86510	 179.87049	 179.89234	 179.94760	 180.05044	 180.22833	 180.86032
 216.00	 180.00113	 179.99684	 179.98520	 179.96195	 179.93076	 179.89904	 179.87106	 179.85423	 179.84574	 179.84996	 179.87158	 179.92799	 180.03241	 180.20648	 180.83767
 219.60	 180.00111	 179.99608	 179.98308	 179.95731	 179.92270	 179.88726	 179.85559	 179.83593	 179.82499	 179.82741	 179.84783	 179.90365	 180.00680	 180.17337	 180.77449
 223.20	 180.00106	 179.99522	 179.98081	 179.95244	 179.91432	 179.87502	 179.83941	 179.81659	 179.80271	 179.80267	 179.82087	 179.87435	 179.97372	 180.13030	 180.58675
 226.80	 180.00097	 179.99424	 179.97836	 179.94733	 179.90562	 179.86228	 179.82246	 179.79612	 179.77880	 179.77559	 179.79053	 179.83999	 179.93348	 180.07825	 180.35474
 230.40	 180.00085	 179.99314	 179.97575	 179.94199	 179.89657	 179.84903	 179.80469	 179.77446	 179.75317	 179.74607	 179.75669	 179.80059	 179.88646	 180.01790	 180.23805
 234.00	 180.00070	 179.99191	 179.97296	 179.93641	 179.88718	 179.83523	 179.78608	 179.75157	 179.72577	 179.71403	 179.71932	 179.75624	 179.83302	 179.94968	 180.26615
 237.60	 180.00051	 179.99055	 179.96999	 179.93059	 179.87743	 179.82089	 179.76661	 179.72743	 179.69655	 179.67944	 179.67840	 179.70704	 179.77349	 179.87409	 180.29122
 241.20	 180.00030	 179.98907	 179.96685	 179.92453	 179.86734	 179.80600	 179.74627	 179.70201	 179.66552	 179.64231	 179.63400	 179.65318	 179.70818	 179.79171	 180.18638
 244.80	 180.00006	 179.98746	 179.96354	 179.91824	 179.85691	 179.79057	 179.72508	 179.67535	 179.63271	 179.60270	 179.58622	 179.59486	 179.63747	 179.70325	 180.02732
 248.40	 179.99979	 179.98574	 179.96006	 179.91173	 179.84617	 179.77464	 179.70308	 179.64750	 179.59819	 179.56072	 179.53521	 179.53234	 179.56175	 179.60949	 179.98682
 252.00	 179.99950	 179.98392	 179.95643	 179.90501	 179.83513	 179.75823	 179.68031	 179.61853	 179.56208	 179.51653	 179.48121	 179.46594	 179.48149	 179.51117	 180.05803
 255.60	 179.99920	 179.98203	 179.95267	 179.89812	 179.82383	 179.74141	 179.65688	 179.58858	 179.52455	 179.47034	 179.42449	 179.39602	 179.39720	 179.40901	 179.99902
 259.20	 179.99887	 179.98010	 179.94882	 179.89108	 179.81233	 179.72425	 179.63289	 179.55779	 179.48580	 179.42244	 179.36541	 179.32301	 179.30942	 179.30363	 179.63892
 262.80	 179.99854	 179.97815	 179.94492	 179.88394	 179.80067	 179.70685	 179.60849	 179.52636	 179.44610	 179.37317	 179.30439	 179.24741	 179.21868	 179.19563	 179.17186
 266.40	 179.99821	 179.97619	 179.94101	 179.87677	 179.78896	 179.68933	 179.58386	 179.49455	 179.40578	 179.32296	 179.24194	 179.16978	 179.12558	 179.08553	 178.98341
 270.00	 179.99787	 179.97425	 179.93712	 179.86964	 179.77727	 179.67185	 179.55922	 179.46264	 179.36523	 179.27230	 179.17867	 179.09076	 179.03072	 178.97384	 179.11600
 273.60	 179.99754	 179.97234	 179.93331	 179.86261	 179.76574	 179.65459	 179.53485	 179.43100	 179.32490	 179.22177	 179.11526	 179.01106	 178.93474	 178.86102	 179.03600
 277.20	 179.99722	 179.97049	 179.92962	 179.85579	 179.75451	 179.63775	 179.51103	 179.40002	 179.28531	 179.17202	 179.05248	 178.93148	 178.83833	 178.74758	 178.14005
 280.80	 179.99692	 179.96873	 179.92611	 179.84927	 179.74375	 179.62159	 179.48813	 179.37017	 179.24706	 179.12380	 178.99119	 178.85287	 178.74225	 178.63403	 176.55998
 284.40	 179.99663	 179.96709	 179.92285	 179.84317	 179.73364	 179.60639	 179.46654	 179.34196	 179.21081	 179.07794	 178.93235	 178.77617	 178.64729	 178.52096	 175.31635
 288.00	 179.99637	 179.96561	 179.91990	 179.83762	 179.72440	 179.59245	 179.44669	 179.31596	 179.17730	 179.03537	 178.87705	 178.70244	 178.55433	 178.40901	 175.46016
 291.60	 179.99614	 179.96433	 179.91734	 179.83276	 179.71625	 179.58011	 179.42905	 179.29278	 179.14731	 178.99707	 178.82650	 178.63289	 178.46433	 178.29888	 176.98830
 295.20	 179.99594	 179.96328	 179.91525	 179.82874	 179.70944	 179.56974	 179.41412	 179.27308	 179.12169	 178.96412	 178.78202	 178.56892	 178.37836	 178.19138	 178.70729
 298.80	 179.99578	 179.96249	 179.91369	 179.82571	 179.70421	 179.56169	 179.40244	 179.25755	 179.10130	 178.93764	 178.74505	 178.51222	 178.29773	 178.08734	 179.29374
 302.40	 179.99566	 179.96199	 179.91273	 179.82379	 179.70083	 179.55636	 179.39453	 179.24687	 179.08705	 178.91875	 178.71710	 178.46471	 178.22412	 177.98775	 178.50809
 306.00	 179.99559	 179.96180	 179.91243	 179.82314	 179.69954	 179.55414	 179.39096	 179.24175	 179.07981	 178.90855	 178.69968	 178.42859	 178.15972	 177.89384	 177.31422
 309.60	 179.99557	 179.96195	 179.91284	 179.82387	 179.70058	 179.55542	 179.39225	 179.24286	 179.08040	 178.90808	 178.69423	 178.40616	 178.10740	 177.80729	 176.81763
 313.20	 179.99559	 179.96246	 179.91403	 179.82613	 179.70420	 179.56054	 179.39890	 179.25081	 179.08959	 178.91824	 178.70208	 178.39976	 178.07068	 177.73054	 177.18605
 316.80	 179.99567	 179.96334	 179.91605	 179.83003	 179.71059	 179.56985	 179.41137	 179.26617	 179.10802	 178.93977	 178.72428	 178.41164	 178.05347	 177.66728	 177.66662
 320.40	 179.99580	 179.96461	 179.91892	 179.83565	 179.71994	 179.58359	 179.43001	 179.28938	 179.13620	 178.97319	 178.76149	 178.44374	 178.05991	 177.62283	 177.55444
 324.00	 179.99598	 179.96626	 179.92268	 179.84307	 179.73236	 179.60195	 179.45509	 179.32076	 179.17450	 179.01886	 178.81403	 178.49726	 178.09427	 177.60420	 176.95289
 327.60	 179.99621	 179.96830	 179.92731	 179.85230	 179.74791	 179.62501	 179.48672	 179.36043	 179.22307	 179.07697	 178.88211	 178.57237	 178.16042	 177.62003	 176.51860
 331.20	 179.99650	 179.97072	 179.93281	 179.86331	 179.76657	 179.65274	 179.52484	 179.40830	 179.28178	 179.14741	 178.96588	 178.66907	 178.25991	 177.68074	 176.61236
 334.80	 179.99682	 179.97350	 179.93914	 179.87606	 179.78822	 179.68499	 179.56919	 179.46400	 179.35011	 179.22951	 179.06486	 178.78794	 178.39197	 177.79669	 176.91252
 338.40	 179.99719	 179.97661	 179.94625	 179.89042	 179.81268	 179.72144	 179.61932	 179.52687	 179.42712	 179.32195	 179.17734	 178.92852	 178.55751	 177.97147	 176.90184
 342.00	 179.99760	 179.98002	 179.95406	 179.90627	 179.83970	 179.76170	 179.67460	 179.59604	 179.51162	 179.42303	 179.30067	 179.08702	 178.75784	 178.20411	 176.56076
 345.60	 179.99804	 179.98369	 179.96249	 179.92340	 179.86895	 179.80525	 179.73429	 179.67051	 179.60224	 179.53096	 179.43225	 179.25817	 178.98550	 178.49948	 176.34907
 349.20	 179.99850	 179.98758	 179.97141	 179.94159	 179.90005	 179.85151	 179.79754	 179.74919	 179.69760	 179.64398	 179.56967	 179.43795	 179.22953	 178.84841	 176.74834
 352.80	 179.99899	 179.99163	 179.98072	 179.96060	 179.93257	 179.89984	 179.86350	 179.83101	 179.79642	 179.76055	 179.71079	 179.62250	 179.48274	 179.22431	 177.75348
 356.40	 179.99949	 179.99578	 179.99030	 179.98016	 179.96604	 179.94956	 179.93129	 179.91496	 179.89759	 179.87957	 179.85449	 179.80981	 179.73906	 179.60875	 178.96593
 360.00	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000	 180.00000
